"hour","year","month","day","time_h","device","time_proper","Meeps","temp_mean","rh_mean","dp_mean"
12,2025,8,4,2025-08-04 12:00:00,"PIKARU6",2025-08-04 12:00:00,2,16.0533333333333,49.5725,5.4975
12,2025,8,5,2025-08-05 12:00:00,"PIKARU20",2025-08-05 12:00:00,1,9.92583333333333,86.4316666666667,7.77916666666667
12,2025,8,5,2025-08-05 12:00:00,"PIKARU21",2025-08-05 12:00:00,0,9.92583333333333,86.4316666666667,7.77916666666667
12,2025,8,5,2025-08-05 12:00:00,"PIKARU25",2025-08-05 12:00:00,0,9.92583333333333,86.4316666666667,7.77916666666667
12,2025,8,5,2025-08-05 12:00:00,"PIKARU2",2025-08-05 12:00:00,0,9.92583333333333,86.4316666666667,7.77916666666667
12,2025,8,5,2025-08-05 12:00:00,"PIKARU6",2025-08-05 12:00:00,0,9.92583333333333,86.4316666666667,7.77916666666667
13,2025,8,2,2025-08-02 13:00:00,"PIKARU20",2025-08-02 13:00:00,12,15.1166666666667,46.9433333333333,3.88083333333333
13,2025,8,2,2025-08-02 13:00:00,"PIKARU21",2025-08-02 13:00:00,0,15.1166666666667,46.9433333333333,3.88083333333333
13,2025,8,2,2025-08-02 13:00:00,"PIKARU25",2025-08-02 13:00:00,17,15.1166666666667,46.9433333333333,3.88083333333333
13,2025,8,2,2025-08-02 13:00:00,"PIKARU2",2025-08-02 13:00:00,2,15.1166666666667,46.9433333333333,3.88083333333333
13,2025,8,2,2025-08-02 13:00:00,"PIKARU6",2025-08-02 13:00:00,14,15.1166666666667,46.9433333333333,3.88083333333333
13,2025,8,4,2025-08-04 13:00:00,"PIKARU20",2025-08-04 13:00:00,0,13.02,57.9833333333333,4.92416666666667
13,2025,8,4,2025-08-04 13:00:00,"PIKARU21",2025-08-04 13:00:00,0,13.02,57.9833333333333,4.92416666666667
13,2025,8,4,2025-08-04 13:00:00,"PIKARU25",2025-08-04 13:00:00,1,13.02,57.9833333333333,4.92416666666667
13,2025,8,4,2025-08-04 13:00:00,"PIKARU2",2025-08-04 13:00:00,0,13.02,57.9833333333333,4.92416666666667
13,2025,8,4,2025-08-04 13:00:00,"PIKARU6",2025-08-04 13:00:00,0,13.02,57.9833333333333,4.92416666666667
13,2025,8,5,2025-08-05 13:00:00,"PIKARU20",2025-08-05 13:00:00,3,10.3741666666667,87.0491666666667,8.32083333333333
13,2025,8,5,2025-08-05 13:00:00,"PIKARU21",2025-08-05 13:00:00,0,10.3741666666667,87.0491666666667,8.32083333333333
13,2025,8,5,2025-08-05 13:00:00,"PIKARU25",2025-08-05 13:00:00,1,10.3741666666667,87.0491666666667,8.32083333333333
13,2025,8,5,2025-08-05 13:00:00,"PIKARU2",2025-08-05 13:00:00,0,10.3741666666667,87.0491666666667,8.32083333333333
13,2025,8,5,2025-08-05 13:00:00,"PIKARU6",2025-08-05 13:00:00,1,10.3741666666667,87.0491666666667,8.32083333333333
14,2025,8,2,2025-08-02 14:00:00,"PIKARU20",2025-08-02 14:00:00,16,14.6716666666667,47.775,3.7125
14,2025,8,2,2025-08-02 14:00:00,"PIKARU21",2025-08-02 14:00:00,0,14.6716666666667,47.775,3.7125
14,2025,8,2,2025-08-02 14:00:00,"PIKARU25",2025-08-02 14:00:00,19,14.6716666666667,47.775,3.7125
14,2025,8,2,2025-08-02 14:00:00,"PIKARU2",2025-08-02 14:00:00,3,14.6716666666667,47.775,3.7125
